AC7.2	C47C12.3
C01A2.5	K02F2.2
C01A2.5	K04G7.11
C01A2.5	K08E3.6
C01A2.5	M106.5
C01A2.5	M110.4
C01A2.5	M28.5
C01A2.5	T10F2.3
C01A2.5	T12D8.1
C01A2.5	T25D3.2
C01A2.5	Y47D3B.7
C01A2.5	Y71G12B.11
C01F1.3	C01H6.5
C01F1.3	C04A2.3
C01F1.3	C16A3.3
C01F1.3	F07A5.7
C01F1.3	F11C1.6
C01F1.3	F13D11.2
C01F1.3	F26E4.1
C01F1.3	F54F2.1
C01F1.3	F56H6.5
C01F1.3	F57B10.3
C01F1.3	K12H4.8
C01F1.3	T01D1.2
C01F1.3	T04A8.6
C01F1.3	T21G5.5
C01F1.3	Y11D7A.9
C01F1.3	Y49E10.3
C01F1.3	Y63D3A.5
C01F1.3	ZK1127.5
C01G6.8	C15C6.4
C01G6.8	C41C4.6
C01G6.8	C50A2.2
C01G6.8	F07E5.5
C01G6.8	F10C5.1
C01G6.8	F25D7.3
C01G6.8	F25H8.2
C01G6.8	F29A7.6
C01G6.8	F43C1.2
C01G6.8	F46G11.3
C01G6.8	F54C9.1
C01G6.8	F54C9.5
C01G6.8	F54E7.3
C01G6.8	F58A3.2
C01G6.8	K01C8.9
C01G6.8	K04C2.2
C01G6.8	K07E12.1
C01G6.8	T05E8.3
C01G6.8	T21B10.7
C01G6.8	T26A5.9
C01G6.8	Y106G6E.6
C01G6.8	Y48B6A.1
C01G6.8	Y49F6B.1
C01G6.8	Y53C12B.2
C01G6.8	Y55F3AR.3
C01G6.8	Y77E11A.7
C01G6.8	ZK1127.5
C01G8.5	C01H6.5
C01G8.5	C03D6.3
C01G8.5	C03D6.8
C01G8.5	C07A12.4
C01G8.5	C07G1.5
C01G8.5	C10H11.9
C01G8.5	C12C8.3
C01G8.5	C14F5.5
C01G8.5	C16A3.6
C01G8.5	C16A3.8
C01G8.5	C17G10.2
C01G8.5	C17H12.14
C01G8.5	C18D11.4
C01G8.5	C25A1.9
C01G8.5	C26C6.5
C01G8.5	C27F2.10
C01G8.5	C30C11.4
C01G8.5	C32D5.12
C01G8.5	C33H5.9
C01G8.5	C35C5.1
C01G8.5	C36B1.4
C01G8.5	C41G7.1
C01G8.5	C45B2.7
C01G8.5	C47E12.1
C01G8.5	C48B6.2
C01G8.5	C48E7.2
C01G8.5	C52E4.6
C01G8.5	D2013.5
C01G8.5	D2013.7
C01G8.5	D2085.3
C01G8.5	F08D12.1
C01G8.5	F11A3.2
C01G8.5	F11C1.6
C01G8.5	F11H8.4
C01G8.5	F13D11.2
C01G8.5	F20D12.4
C01G8.5	F20H11.6
C01G8.5	F22B5.2
C01G8.5	F25B3.6
C01G8.5	F25B4.6
C01G8.5	F27C1.2
C01G8.5	F28D1.10
C01G8.5	F29D11.1
C01G8.5	F33H1.3
C01G8.5	F37E3.1
C01G8.5	F38A6.1
C01G8.5	F39B2.6
C01G8.5	F40F8.10
C01G8.5	F43G9.1
C01G8.5	F52B10.1
C01G8.5	F54C9.5
C01G8.5	F54D5.11
C01G8.5	F57B10.1
C01G8.5	F57H12.1
C01G8.5	K02B12.1
C01G8.5	K02B12.3
C01G8.5	K03B4.3
C01G8.5	K04F10.4
C01G8.5	K04G2.1
C01G8.5	K07F5.14
C01G8.5	K08C7.3
C01G8.5	K09H9.6
C01G8.5	K12H4.3
C01G8.5	M01E5.5
C01G8.5	M106.5
C01G8.5	M18.5
C01G8.5	R05D3.4
C01G8.5	R06A4.4
C01G8.5	R06C7.8
C01G8.5	R07E4.6
C01G8.5	R07E5.7
C01G8.5	R07G3.1
C01G8.5	R13A5.12
C01G8.5	R13F6.1
C01G8.5	R13G10.1
C01G8.5	R160.1
C01G8.5	T01D1.2
C01G8.5	T01G9.6
C01G8.5	T01H3.1
C01G8.5	T04A8.6
C01G8.5	T04D3.2
C01G8.5	T08B2.10
C01G8.5	T17E9.1
C01G8.5	T17E9.2
C01G8.5	T20B12.1
C01G8.5	T23F2.1
C01G8.5	T24H7.1
C01G8.5	T25G3.3
C01G8.5	T26A5.7
C01G8.5	T26A5.9
C01G8.5	T26G10.1
C01G8.5	T27B1.2
C01G8.5	T27F7.3
C01G8.5	T28F12.2
C01G8.5	VW02B12L.1
C01G8.5	W02A11.4
C01G8.5	W03F8.10
C01G8.5	W06E11.1
C01G8.5	W08D2.7
C01G8.5	W09G12.5
C01G8.5	Y105E8B.2
C01G8.5	Y111B2A.11
C01G8.5	Y113G7B.21
C01G8.5	Y11D7A.9
C01G8.5	Y32F6A.3
C01G8.5	Y34D9A.10
C01G8.5	Y40B1A.4
C01G8.5	Y48B6A.3
C01G8.5	Y49F6B.1
C01G8.5	Y53C10A.12
C01G8.5	Y54E2A.11
C01G8.5	Y54E5B.3
C01G8.5	Y63D3A.5
C01G8.5	Y65B4BR.5
C01G8.5	Y77E11A.13
C01G8.5	ZC123.3
C01G8.5	ZC328.1
C01G8.5	ZC518.2
C01G8.5	ZK1127.5
C01G8.5	ZK1151.1
C01G8.5	ZK858.7
C01G8.9	C01H6.5
C01G8.9	C02F5.9
C01G8.9	C03C10.3
C01G8.9	C03D6.3
C01G8.9	C04A2.3
C01G8.9	C06A5.1
C01G8.9	C07G2.3
C01G8.9	C07H6.5
C01G8.9	C10H11.9
C01G8.9	C12C8.3
C01G8.9	C17G10.2
C01G8.9	C26C6.5
C01G8.9	C26D10.2
C01G8.9	C29F9.7
C01G8.9	C30C11.4
C01G8.9	C32E8.8
C01G8.9	C35C5.1
C01G8.9	C36B1.5
C01G8.9	C38D4.3
C01G8.9	C42D4.8
C01G8.9	C47D12.1
C01G8.9	C47E12.4
C01G8.9	C50F2.3
C01G8.9	C52E4.6
C01G8.9	C53D5.6
C01G8.9	C54D1.5
C01G8.9	C54G4.8
C01G8.9	C55B7.5
C01G8.9	D1081.8
C01G8.9	DY3.2
C01G8.9	E01A2.4
C01G8.9	F09F7.3
C01G8.9	F11C1.6
C01G8.9	F11H8.4
C01G8.9	F19H6.1
C01G8.9	F20D12.2
C01G8.9	F20D12.4
C01G8.9	F22B5.1
C01G8.9	F23F1.8
C01G8.9	F25B4.6
C01G8.9	F25B5.7
C01G8.9	F26E4.1
C01G8.9	F27D4.2
C01G8.9	F29B9.6
C01G8.9	F31C3.5
C01G8.9	F31E3.1
C01G8.9	F33D11.10
C01G8.9	F40F8.10
C01G8.9	F43G9.10
C01G8.9	F46A9.5
C01G8.9	F48E8.5
C01G8.9	F49D11.1
C01G8.9	F52H3.1
C01G8.9	F53A2.4
C01G8.9	F53B8.1
C01G8.9	F53F4.11
C01G8.9	F54G8.3
C01G8.9	F54H5.4
C01G8.9	F55A8.1
C01G8.9	F55F8.4
C01G8.9	F56D1.4
C01G8.9	F57B9.2
C01G8.9	F59A3.1
C01G8.9	K01C8.10
C01G8.9	K01C8.9
C01G8.9	K02A11.1
C01G8.9	K02B12.3
C01G8.9	K02F2.2
C01G8.9	K02F2.3
C01G8.9	K04G7.11
C01G8.9	K05C4.6
C01G8.9	K07A1.11
C01G8.9	K07C5.4
C01G8.9	K08E3.6
C01G8.9	K11H12.2
C01G8.9	K12C11.2
C01G8.9	K12H4.4
C01G8.9	K12H4.8
C01G8.9	M01E5.5
C01G8.9	M106.5
C01G8.9	M28.5
C01G8.9	M57.2
C01G8.9	R05D3.4
C01G8.9	R06C7.8
C01G8.9	R06F6.1
C01G8.9	R09B3.4
C01G8.9	R09B3.5
C01G8.9	R12B2.5
C01G8.9	R74.1
C01G8.9	T01C3.7
C01G8.9	T01D1.2
C01G8.9	T05H4.12
C01G8.9	T08B6.3
C01G8.9	T15B7.2
C01G8.9	T17E9.1
C01G8.9	T19E10.1
C01G8.9	T23D8.3
C01G8.9	T23D8.9
C01G8.9	T26A5.9
C01G8.9	W03C9.4
C01G8.9	W04A4.5
C01G8.9	W04A8.7
C01G8.9	W08F4.8
C01G8.9	W09C2.1
C01G8.9	W10C8.2
C01G8.9	Y105E8A.17
C01G8.9	Y105E8A.9
C01G8.9	Y105E8B.1
C01G8.9	Y110A7A.8
C01G8.9	Y32F6A.3
C01G8.9	Y34D9A.4
C01G8.9	Y40B1A.4
C01G8.9	Y47D3A.26
C01G8.9	Y47D3A.6
C01G8.9	Y47G6A.20
C01G8.9	Y47G6A.8
C01G8.9	Y48G10A.4
C01G8.9	Y49E10.21
C01G8.9	Y52B11A.9
C01G8.9	Y53C10A.12
C01G8.9	Y53F4B.22
C01G8.9	Y54E10A.15
C01G8.9	Y54E10A.2
C01G8.9	Y54E10BR.6
C01G8.9	Y54E2A.11
C01G8.9	Y54E5B.3
C01G8.9	Y71F9B.4
C01G8.9	Y71G12B.11
C01G8.9	Y76A2A.2
C01G8.9	ZC123.3
C01G8.9	ZC168.3
C01G8.9	ZK1151.1
C01G8.9	ZK550.4
C01G8.9	ZK637.7
C01G8.9	ZK909.2
C01H6.5	C02C6.1
C01H6.5	C02F5.9
C01H6.5	C03D6.3
C01H6.5	C04A2.3
C01H6.5	C04F6.4
C01H6.5	C05D11.3
C01H6.5	C07A12.4
C01H6.5	C07G1.5
C01H6.5	C07G2.3
C01H6.5	C08F8.1
C01H6.5	C10H11.9
C01H6.5	C11H1.3
C01H6.5	C12C8.3
C01H6.5	C14A4.1
C01H6.5	C15F1.4
C01H6.5	C16A3.3
C01H6.5	C16A3.8
C01H6.5	C17E4.9
C01H6.5	C17G1.6
C01H6.5	C17G10.2
C01H6.5	C24H11.7
C01H6.5	C25A1.9
C01H6.5	C26C6.2
C01H6.5	C26D10.2
C01H6.5	C27A2.2
C01H6.5	C27D11.1
C01H6.5	C27F2.10
C01H6.5	C27F2.8
C01H6.5	C29F9.7
C01H6.5	C30C11.4
C01H6.5	C31H2.2
C01H6.5	C32E8.5
C01H6.5	C33H5.9
C01H6.5	C35C5.1
C01H6.5	C38C3.5
C01H6.5	C38C6.6
C01H6.5	C39F7.4
C01H6.5	C41C4.6
C01H6.5	C42C1.5
C01H6.5	C44C1.1
C01H6.5	C49F5.1
C01H6.5	C52A11.2
C01H6.5	C52E4.6
C01H6.5	C54D1.5
C01H6.5	CD4.4
C01H6.5	D1007.5
C01H6.5	D2013.5
C01H6.5	D2085.1
C01H6.5	D2085.3
C01H6.5	DY3.2
C01H6.5	E02D9.1
C01H6.5	F01F1.8
C01H6.5	F07A5.7
C01H6.5	F08D12.1
C01H6.5	F09B12.1
C01H6.5	F10C1.2
C01H6.5	F10C5.1
C01H6.5	F11C1.6
C01H6.5	F11H8.4
C01H6.5	F13D11.2
C01H6.5	F18C12.2
C01H6.5	F18F11.5
C01H6.5	F18G5.2
C01H6.5	F20B6.2
C01H6.5	F20D12.2
C01H6.5	F20D12.4
C01H6.5	F23C8.6
C01H6.5	F23F1.8
C01H6.5	F23F12.6
C01H6.5	F25B4.6
C01H6.5	F25B4.9
C01H6.5	F25D7.3
C01H6.5	F26E4.1
C01H6.5	F26H9.6
C01H6.5	F27C1.2
C01H6.5	F27E5.2
C01H6.5	F29D11.1
C01H6.5	F29D11.2
C01H6.5	F29G9.3
C01H6.5	F31E3.1
C01H6.5	F32E10.1
C01H6.5	F33C8.1
C01H6.5	F33H1.3
C01H6.5	F37E3.1
C01H6.5	F39B2.4
C01H6.5	F39B2.6
C01H6.5	F40F8.10
C01H6.5	F40G9.1
C01H6.5	F41E6.4
C01H6.5	F43C1.2
C01H6.5	F43G9.1
C01H6.5	F44A6.2
C01H6.5	F45G2.5
C01H6.5	F46E10.9
C01H6.5	F47A4.2
C01H6.5	F47D12.4
C01H6.5	F47F6.1
C01H6.5	F48C1.4
C01H6.5	F48F7.1
C01H6.5	F54C9.2
C01H6.5	F54D5.5
C01H6.5	F54E7.3
C01H6.5	F54F2.1
C01H6.5	F55A11.2
C01H6.5	F55A12.7
C01H6.5	F55A8.1
C01H6.5	F55C5.8
C01H6.5	F55C7.7
C01H6.5	F56A3.3
C01H6.5	F56D1.4
C01H6.5	F56H6.5
C01H6.5	F57B10.1
C01H6.5	F57B10.3
C01H6.5	F57B9.2
C01H6.5	F57H12.1
C01H6.5	F59B10.1
C01H6.5	F59E10.1
C01H6.5	H04M03.4
C01H6.5	H06H21.3
C01H6.5	H19N07.1
C01H6.5	K01C8.9
C01H6.5	K02A11.1
C01H6.5	K02B12.1
C01H6.5	K02B12.3
C01H6.5	K02F2.2
C01H6.5	K03H1.2
C01H6.5	K04D7.1
C01H6.5	K04F10.4
C01H6.5	K04G2.1
C01H6.5	K04H4.1
C01H6.5	K07C5.4
C01H6.5	K07C5.6
C01H6.5	K07D4.3
C01H6.5	K07D8.1
C01H6.5	K07E8.3
C01H6.5	K08C7.3
C01H6.5	K09A9.1
C01H6.5	K10B3.10
C01H6.5	K11H12.2
C01H6.5	K12H4.1
C01H6.5	K12H4.4
C01H6.5	K12H4.8
C01H6.5	M01B12.5
C01H6.5	M01D7.7
C01H6.5	M01E5.5
C01H6.5	M03F4.7
C01H6.5	M106.5
C01H6.5	M28.5
C01H6.5	M6.1
C01H6.5	R02D3.5
C01H6.5	R06C1.3
C01H6.5	R06C7.10
C01H6.5	R06C7.5
C01H6.5	R06F6.2
C01H6.5	R07E4.6
C01H6.5	R07E5.3
C01H6.5	R07G3.1
C01H6.5	R12B2.5
C01H6.5	R13A5.5
C01H6.5	R13G10.1
C01H6.5	R160.1
C01H6.5	R31.1
C01H6.5	R53.3
C01H6.5	R74.1
C01H6.5	T01B7.5
C01H6.5	T01B7.7
C01H6.5	T01D1.2
C01H6.5	T02G5.9
C01H6.5	T02H6.11
C01H6.5	T04A8.6
C01H6.5	T05C12.10
C01H6.5	T08B2.10
C01H6.5	T15B7.2
C01H6.5	T17E9.1
C01H6.5	T19B4.7
C01H6.5	T21D12.4
C01H6.5	T21G5.5
C01H6.5	T22B11.5
C01H6.5	T22D2.1
C01H6.5	T23D8.1
C01H6.5	T23D8.3
C01H6.5	T23F2.1
C01H6.5	T25C12.1
C01H6.5	T25G3.3
C01H6.5	T26A5.9
C01H6.5	T26A8.4
C01H6.5	T26G10.1
C01H6.5	T27B1.2
C01H6.5	T27F2.1
C01H6.5	T27F7.1
C01H6.5	T27F7.3
C01H6.5	T28F12.2
C01H6.5	W02A11.4
C01H6.5	W03C9.4
C01H6.5	W03F8.10
C01H6.5	W04A4.5
C01H6.5	W04A8.7
C01H6.5	W09C2.1
C01H6.5	W09C5.2
C01H6.5	W09D10.1
C01H6.5	W10D5.3
C01H6.5	Y105E8A.16
C01H6.5	Y105E8B.1
C01H6.5	Y105E8B.2
C01H6.5	Y106G6E.6
C01H6.5	Y106G6H.7
C01H6.5	Y111B2A.11
C01H6.5	Y111B2A.15
C01H6.5	Y113G7B.21
C01H6.5	Y11D7A.9
C01H6.5	Y23H5A.7
C01H6.5	Y32F6A.3
C01H6.5	Y34D9A.10
C01H6.5	Y34D9A.4
C01H6.5	Y38F2AL.1
C01H6.5	Y40B1A.4
C01H6.5	Y47D3B.1
C01H6.5	Y47D3B.10
C01H6.5	Y48B6A.3
C01H6.5	Y49E10.3
C01H6.5	Y51A2D.15
C01H6.5	Y52B11A.10
C01H6.5	Y53C10A.12
C01H6.5	Y54E2A.11
C01H6.5	Y63D3A.5
C01H6.5	Y65B4A.3
C01H6.5	Y65B4BR.5
C01H6.5	Y66A7A.8
C01H6.5	Y6B3A.1
C01H6.5	Y71F9AM.4
C01H6.5	Y71G12B.11
C01H6.5	Y71H2B.10
C01H6.5	Y76A2A.2
C01H6.5	Y79H2A.6
C01H6.5	Y87G2A.5
C01H6.5	ZC518.2
C01H6.5	ZK1127.5
C01H6.5	ZK1151.1
C01H6.5	ZK430.8
C01H6.5	ZK546.1
C01H6.5	ZK783.1
C01H6.5	ZK867.1
C01H6.5	ZK909.2
C02B10.5	C03D6.3
C02B10.5	C12C8.3
C02B10.5	C27D11.1
C02B10.5	C27F2.8
C02B10.5	F54E7.2
C02B10.5	F57B10.1
C02B10.5	M106.5
C02B10.5	R13A5.8
C02B10.5	Y17G7B.20
C02B10.5	Y49F6B.1
C02B10.5	Y77E11A.13
C02C6.1	C02F5.9
C02C6.1	C03D6.3
C02C6.1	C07A12.4
C02C6.1	C17G10.2
C02C6.1	C26D10.2
C02C6.1	C31E10.7
C02C6.1	C33D3.1
C02C6.1	C33H5.18
C02C6.1	C37A2.4
C02C6.1	C38C6.6
C02C6.1	C42C1.5
C02C6.1	C42D8.8
C02C6.1	C52E4.6
C02C6.1	C56C10.8
C02C6.1	CD4.4
C02C6.1	D1014.3
C02C6.1	D2085.1
C02C6.1	E02D9.1
C02C6.1	F01F1.8
C02C6.1	F08F8.2
C02C6.1	F09B12.1
C02C6.1	F10C1.2
C02C6.1	F11C1.6
C02C6.1	F11H8.4
C02C6.1	F18C12.2
C02C6.1	F26E4.9
C02C6.1	F29G9.3
C02C6.1	F35H10.4
C02C6.1	F40G9.1
C02C6.1	F41C3.4
C02C6.1	F54C9.2
C02C6.1	F55A11.2
C02C6.1	F57B10.1
C02C6.1	F57B9.10
C02C6.1	F57H12.1
C02C6.1	F59E10.3
C02C6.1	K02B12.1
C02C6.1	K04F10.4
C02C6.1	K07C5.6
C02C6.1	K07D4.3
C02C6.1	K08B4.1
C02C6.1	K12H4.1
C02C6.1	K12H4.4
C02C6.1	M01E5.5
C02C6.1	M03F4.7
C02C6.1	M57.2
C02C6.1	M88.6
C02C6.1	R06F6.2
C02C6.1	R12B2.5
C02C6.1	R144.2
C02C6.1	R160.1
C02C6.1	T01H3.1
C02C6.1	T05C12.10
C02C6.1	T05C12.7
C02C6.1	T10H9.3
C02C6.1	T17E9.2
C02C6.1	T22D1.4
C02C6.1	T22D2.1
C02C6.1	T23F2.1
C02C6.1	T27F2.1
C02C6.1	VW02B12L.1
C02C6.1	W03F8.10
C02C6.1	Y11D7A.9
C02C6.1	Y23H5A.7
C02C6.1	Y34D9A.10
C02C6.1	Y37D8A.18
C02C6.1	Y38A8.2
C02C6.1	Y39C12A.1
C02C6.1	Y48B6A.13
C02C6.1	Y48B6A.3
C02C6.1	Y57G11C.24
C02C6.1	Y65B4BR.5
C02C6.1	Y71F9B.4
C02C6.1	Y71G12B.11
C02C6.1	Y71H2AM.17
C02C6.1	ZK783.1
C02F5.9	C03D6.3
C02F5.9	C03G5.1
C02F5.9	C04A2.3
C02F5.9	C05D11.3
C02F5.9	C07A12.4
C02F5.9	C07G2.3
C02F5.9	C14A4.1
C02F5.9	C16A3.3
C02F5.9	C16A3.8
C02F5.9	C17G10.2
C02F5.9	C24H11.7
C02F5.9	C26C6.2
C02F5.9	C26D10.2
C02F5.9	C27D11.1
C02F5.9	C28A5.3
C02F5.9	C29F9.7
C02F5.9	C30C11.4
C02F5.9	C32E8.5
C02F5.9	C33D3.1
C02F5.9	C34B2.7
C02F5.9	C35C5.1
C02F5.9	C37A2.4
C02F5.9	C37H5.5
C02F5.9	C42C1.5
C02F5.9	C42D8.8
C02F5.9	C44E4.4
C02F5.9	C48A7.1
C02F5.9	C52A11.2
C02F5.9	C52E4.6
C02F5.9	C54D1.5
C02F5.9	C56C10.8
C02F5.9	D1014.3
C02F5.9	D1043.1
C02F5.9	F01F1.8
C02F5.9	F08F8.2
C02F5.9	F10C1.2
C02F5.9	F11C1.6
C02F5.9	F11H8.4
C02F5.9	F13D11.2
C02F5.9	F18F11.5
C02F5.9	F18G5.2
C02F5.9	F20B6.2
C02F5.9	F20D12.4
C02F5.9	F25B4.6
C02F5.9	F26E4.9
C02F5.9	F27E5.2
C02F5.9	F29G9.3
C02F5.9	F31E3.1
C02F5.9	F32E10.1
C02F5.9	F33C8.1
C02F5.9	F35H10.4
C02F5.9	F39B2.4
C02F5.9	F40F8.10
C02F5.9	F41E6.4
C02F5.9	F42A8.2
C02F5.9	F46A9.4
C02F5.9	F48C1.4
C02F5.9	F54F2.1
C02F5.9	F55A11.2
C02F5.9	F56D1.4
C02F5.9	F56H6.5
C02F5.9	F57B10.1
C02F5.9	F57B10.3
C02F5.9	F57B9.10
C02F5.9	F57B9.2
C02F5.9	F59E10.3
C02F5.9	H41C03.1
C02F5.9	K02B12.1
C02F5.9	K02B12.3
C02F5.9	K02F2.2
C02F5.9	K04H4.1
C02F5.9	K07D4.3
C02F5.9	K07E8.3
C02F5.9	M03F4.6
C02F5.9	M106.5
C02F5.9	M28.5
C02F5.9	R02D3.5
C02F5.9	R06C1.3
C02F5.9	R06C7.5
C02F5.9	R07E5.3
C02F5.9	R07G3.1
C02F5.9	R12B2.5
C02F5.9	R13G10.1
C02F5.9	R144.2
C02F5.9	R31.1
C02F5.9	R53.3
C02F5.9	T01B7.5
C02F5.9	T01D1.2
C02F5.9	T01G9.4
C02F5.9	T01H3.1
C02F5.9	T04A8.6
C02F5.9	T05C12.7
C02F5.9	T10H9.3
C02F5.9	T17E9.2
C02F5.9	T19B4.7
C02F5.9	T22D1.4
C02F5.9	T23D8.1
C02F5.9	T27F2.1
C02F5.9	T27F7.1
C02F5.9	T28F12.2
C02F5.9	W02A11.4
C02F5.9	W03C9.4
C02F5.9	W03F8.10
C02F5.9	W04A4.5
C02F5.9	W04A8.7
C02F5.9	W09C2.1
C02F5.9	W09C5.2
C02F5.9	Y105E8B.1
C02F5.9	Y106G6E.6
C02F5.9	Y11D7A.9
C02F5.9	Y25C1A.5
C02F5.9	Y32F6A.3
C02F5.9	Y34D9A.4
C02F5.9	Y37D8A.18
C02F5.9	Y38A8.2
C02F5.9	Y38F2AL.4
C02F5.9	Y40B1A.4
C02F5.9	Y43H11AL.3
C02F5.9	Y47D3B.1
C02F5.9	Y47D3B.7
C02F5.9	Y48B6A.13
C02F5.9	Y51A2D.15
C02F5.9	Y51H7C.6
C02F5.9	Y54E2A.11
C02F5.9	Y63D3A.5
C02F5.9	Y66A7A.8
C02F5.9	Y71F9B.4
C02F5.9	Y71G12B.11
C02F5.9	Y71H2B.3
C02F5.9	ZC395.3
C02F5.9	ZK1098.1
C02F5.9	ZK1127.5
C02F5.9	ZK1151.1
C02F5.9	ZK867.1
C02F5.9	ZK909.2
C03C10.3	C07H6.5
C03C10.3	C12C8.3
C03C10.3	C38D4.3
C03C10.3	F11H8.4
C03C10.3	F25B5.7
C03C10.3	F54G8.3
C03C10.3	F54H5.4
C03C10.3	F55A8.1
C03C10.3	F56D1.4
C03C10.3	F57B9.2
C03C10.3	K02A11.1
C03C10.3	R09B3.4
C03C10.3	T19E10.1
C03C10.3	W03C9.4
C03C10.3	W09C2.1
C03C10.3	Y47D3A.26
C03C10.3	ZC168.3
C03C10.3	ZK1151.1
C03C10.3	ZK909.2
C03D6.3	C03D6.8
C03D6.3	C04A2.3
C03D6.3	C04H5.6
C03D6.3	C06C3.1
C03D6.3	C07A12.4
C03D6.3	C07G2.3
C03D6.3	C07H6.5
C03D6.3	C08B11.4
C03D6.3	C08F8.1
C03D6.3	C08H9.2
C03D6.3	C10G6.1
C03D6.3	C10H11.9
C03D6.3	C11H1.3
C03D6.3	C12C8.3
C03D6.3	C14A4.1
C03D6.3	C16A3.8
C03D6.3	C17E4.9
C03D6.3	C17G1.6
C03D6.3	C23F12.1
C03D6.3	C23H3.5
C03D6.3	C24H11.7
C03D6.3	C25A1.11
C03D6.3	C25A1.9
C03D6.3	C26C6.5
C03D6.3	C26D10.2
C03D6.3	C27A2.6
C03D6.3	C27D11.1
C03D6.3	C27F2.10
C03D6.3	C27F2.8
C03D6.3	C27H6.2
C03D6.3	C29F9.7
C03D6.3	C30C11.4
C03D6.3	C32E8.5
C03D6.3	C33H5.9
C03D6.3	C37C3.6
C03D6.3	C38C6.6
C03D6.3	C41G7.1
C03D6.3	C42D8.8
C03D6.3	C45G3.1
C03D6.3	C47D12.1
C03D6.3	C47E12.1
C03D6.3	C47E12.2
C03D6.3	C48E7.2
C03D6.3	C49F5.1
C03D6.3	C49H3.5
C03D6.3	C52A11.2
C03D6.3	C52E4.3
C03D6.3	C55B7.5
C03D6.3	C55B7.9
C03D6.3	C56C10.8
C03D6.3	CD4.4
C03D6.3	CD4.6
C03D6.3	D1007.5
C03D6.3	D1014.3
C03D6.3	D1046.1
C03D6.3	D2013.5
C03D6.3	D2013.7
C03D6.3	D2085.1
C03D6.3	D2085.3
C03D6.3	D2096.8
C03D6.3	E02D9.1
C03D6.3	F01F1.12
C03D6.3	F01F1.8
C03D6.3	F01G4.2
C03D6.3	F08B1.1
C03D6.3	F08B4.5
C03D6.3	F08D12.1
C03D6.3	F09B12.1
C03D6.3	F10C1.2
C03D6.3	F10E7.7
C03D6.3	F10E9.8
C03D6.3	F11A3.2
C03D6.3	F11C1.6
C03D6.3	F11H8.4
C03D6.3	F15D3.4
C03D6.3	F16D3.4
C03D6.3	F18C12.2
C03D6.3	F18H3.5
C03D6.3	F20D12.2
C03D6.3	F20D12.4
C03D6.3	F20G4.3
C03D6.3	F21C3.5
C03D6.3	F22B5.1
C03D6.3	F22B5.2
C03D6.3	F23F1.5
C03D6.3	F23F1.8
C03D6.3	F25B3.6
C03D6.3	F25B4.6
C03D6.3	F27C1.2
C03D6.3	F27E5.2
C03D6.3	F28C6.3
C03D6.3	F28D1.10
C03D6.3	F28F8.5
C03D6.3	F29B9.6
C03D6.3	F29D11.1
C03D6.3	F29D11.2
C03D6.3	F29G9.3
C03D6.3	F29G9.4
C03D6.3	F30H5.1
C03D6.3	F31E3.1
C03D6.3	F33H1.3
C03D6.3	F35H10.4
C03D6.3	F36H1.2
C03D6.3	F37E3.1
C03D6.3	F39B2.6
C03D6.3	F40F8.10
C03D6.3	F40G9.1
C03D6.3	F41E7.1
C03D6.3	F42A8.1
C03D6.3	F43G9.1
C03D6.3	F44B9.7
C03D6.3	F46A9.5
C03D6.3	F46F11.9
C03D6.3	F47F6.1
C03D6.3	F47F6.5
C03D6.3	F48A11.1
C03D6.3	F48C1.4
C03D6.3	F48E8.5
C03D6.3	F49E11.1
C03D6.3	F52B10.1
C03D6.3	F52B11.3
C03D6.3	F53A2.4
C03D6.3	F53A3.3
C03D6.3	F54C4.3
C03D6.3	F54C9.2
C03D6.3	F54C9.5
C03D6.3	F54C9.9
C03D6.3	F54D12.4
C03D6.3	F54D5.11
C03D6.3	F54D5.5
C03D6.3	F54E7.2
C03D6.3	F54G8.3
C03D6.3	F55A11.2
C03D6.3	F55A8.1
C03D6.3	F55C7.7
C03D6.3	F56D1.4
C03D6.3	F57B10.1
C03D6.3	F57B9.2
C03D6.3	F57H12.1
C03D6.3	F59B10.1
C03D6.3	F59E10.1
C03D6.3	H06H21.3
C03D6.3	H13N06.3
C03D6.3	H13N06.4
C03D6.3	H19N07.1
C03D6.3	H38K22.1
C03D6.3	K01C8.10
C03D6.3	K01C8.9
C03D6.3	K01G5.4
C03D6.3	K02A11.1
C03D6.3	K02B12.1
C03D6.3	K02F2.2
C03D6.3	K03B4.3
C03D6.3	K04C2.2
C03D6.3	K04D7.1
C03D6.3	K04F10.4
C03D6.3	K04G2.1
C03D6.3	K04G7.11
C03D6.3	K05C4.6
C03D6.3	K07C5.6
C03D6.3	K08B12.5
C03D6.3	K08B4.1
C03D6.3	K08C7.3
C03D6.3	K08E3.6
C03D6.3	K09H9.6
C03D6.3	K10B3.10
C03D6.3	K11C4.3
C03D6.3	K11H12.2
C03D6.3	K12F2.1
C03D6.3	K12H4.1
C03D6.3	K12H4.3
C03D6.3	K12H4.4
C03D6.3	M01E5.5
C03D6.3	M03F4.7
C03D6.3	M106.5
C03D6.3	M110.4
C03D6.3	M110.5
C03D6.3	M28.5
C03D6.3	M57.2
C03D6.3	M6.1
C03D6.3	R02D3.3
C03D6.3	R02D3.5
C03D6.3	R05D3.4
C03D6.3	R05D3.7
C03D6.3	R06A4.4
C03D6.3	R06C1.3
C03D6.3	R06C7.5
C03D6.3	R06C7.8
C03D6.3	R06F6.1
C03D6.3	R06F6.2
